,title,release_date,vote_average,popularity,genres,production_budget,worldwide_gross,studio,profit,release_year,release_month,year_month
306,The Girl with the Dragon Tattoo,2011-12-14,7.3,17.823,Crime,90000000,239373970,MBox,29686985.0,2011,12,2011-12
306,The Girl with the Dragon Tattoo,2011-12-14,7.3,17.823,Drama,90000000,239373970,MBox,29686985.0,2011,12,2011-12
306,The Girl with the Dragon Tattoo,2011-12-14,7.3,17.823,Mystery,90000000,239373970,MBox,29686985.0,2011,12,2011-12
307,Abduction,2011-09-23,5.8,17.69,Action,35000000,86648359,LGF,8324179.5,2011,9,2011-09
307,Abduction,2011-09-23,5.8,17.69,Mystery,35000000,86648359,LGF,8324179.5,2011,9,2011-09
307,Abduction,2011-09-23,5.8,17.69,Thriller,35000000,86648359,LGF,8324179.5,2011,9,2011-09
308,Abduction,2011-09-23,5.8,17.69,Drama,35000000,86648359,LGF,8324179.5,2011,9,2011-09
309,Abduction,2011-09-23,5.8,17.69,Horror,35000000,86648359,LGF,8324179.5,2011,9,2011-09
309,Abduction,2011-09-23,5.8,17.69,Thriller,35000000,86648359,LGF,8324179.5,2011,9,2011-09
310,Abduction,2011-09-23,5.8,17.69,Action,35000000,86648359,LGF,8324179.5,2011,9,2011-09
310,Abduction,2011-09-23,5.8,17.69,Comedy,35000000,86648359,LGF,8324179.5,2011,9,2011-09
310,Abduction,2011-09-23,5.8,17.69,Drama,35000000,86648359,LGF,8324179.5,2011,9,2011-09
311,Abduction,2011-09-23,5.8,17.69,Action,35000000,86648359,LGF,8324179.5,2011,9,2011-09
311,Abduction,2011-09-23,5.8,17.69,Sci-Fi,35000000,86648359,LGF,8324179.5,2011,9,2011-09
312,Kung Fu Panda 2,2011-05-25,6.7,17.363,Action,150000000,664837547,P/DW,182418773.5,2011,5,2011-05
312,Kung Fu Panda 2,2011-05-25,6.7,17.363,Adventure,150000000,664837547,P/DW,182418773.5,2011,5,2011-05
312,Kung Fu Panda 2,2011-05-25,6.7,17.363,Animation,150000000,664837547,P/DW,182418773.5,2011,5,2011-05
313,Green Lantern,2011-06-17,5.1,17.257,Action,200000000,219535492,WB,-90232254.0,2011,6,2011-06
313,Green Lantern,2011-06-17,5.1,17.257,Adventure,200000000,219535492,WB,-90232254.0,2011,6,2011-06
313,Green Lantern,2011-06-17,5.1,17.257,Sci-Fi,200000000,219535492,WB,-90232254.0,2011,6,2011-06
315,The Smurfs,2011-07-29,5.6,16.533,Adventure,110000000,563749323,Sony,171874661.5,2011,7,2011-07
315,The Smurfs,2011-07-29,5.6,16.533,Animation,110000000,563749323,Sony,171874661.5,2011,7,2011-07
315,The Smurfs,2011-07-29,5.6,16.533,Comedy,110000000,563749323,Sony,171874661.5,2011,7,2011-07
316,Insidious,2011-04-01,6.9,16.197,Horror,1500000,99870886,FD,48435443.0,2011,4,2011-04
316,Insidious,2011-04-01,6.9,16.197,Mystery,1500000,99870886,FD,48435443.0,2011,4,2011-04
316,Insidious,2011-04-01,6.9,16.197,Thriller,1500000,99870886,FD,48435443.0,2011,4,2011-04
317,Scream 4,2011-04-11,6.2,16.082,Horror,40000000,95989590,W/Dim.,7994795.0,2011,4,2011-04
317,Scream 4,2011-04-11,6.2,16.082,Mystery,40000000,95989590,W/Dim.,7994795.0,2011,4,2011-04
318,"Big Mommas: Like Father, Like Son",2011-02-18,5.5,16.024,Action,32000000,82332450,Fox,9166225.0,2011,2,2011-02
318,"Big Mommas: Like Father, Like Son",2011-02-18,5.5,16.024,Comedy,32000000,82332450,Fox,9166225.0,2011,2,2011-02
318,"Big Mommas: Like Father, Like Son",2011-02-18,5.5,16.024,Crime,32000000,82332450,Fox,9166225.0,2011,2,2011-02
319,Johnny English Reborn,2011-10-21,6.1,15.542,Action,45000000,164640401,Uni.,37320200.5,2011,10,2011-10
319,Johnny English Reborn,2011-10-21,6.1,15.542,Adventure,45000000,164640401,Uni.,37320200.5,2011,10,2011-10
319,Johnny English Reborn,2011-10-21,6.1,15.542,Comedy,45000000,164640401,Uni.,37320200.5,2011,10,2011-10
320,Warrior,2011-09-09,7.8,15.478,Drama,25000000,24215385,LGF,-12892307.5,2011,9,2011-09
320,Warrior,2011-09-09,7.8,15.478,Sport,25000000,24215385,LGF,-12892307.5,2011,9,2011-09
321,Warrior,2011-09-09,7.8,15.478,Drama,25000000,24215385,LGF,-12892307.5,2011,9,2011-09
322,Moneyball,2011-09-22,7.1,15.393,Biography,50000000,111300835,Sony,5650417.5,2011,9,2011-09
322,Moneyball,2011-09-22,7.1,15.393,Drama,50000000,111300835,Sony,5650417.5,2011,9,2011-09
322,Moneyball,2011-09-22,7.1,15.393,Sport,50000000,111300835,Sony,5650417.5,2011,9,2011-09
323,The Cabin in the Woods,2012-04-12,6.5,15.336,Horror,30000000,70689968,LGF,5344984.0,2012,4,2012-04
324,The Cabin in the Woods,2012-04-12,6.5,15.336,Horror,30000000,70689968,LGF,5344984.0,2012,4,2012-04
325,Priest,2011-05-13,5.5,15.318,Action,60000000,84154026,SGem,-17922987.0,2011,5,2011-05
325,Priest,2011-05-13,5.5,15.318,Adventure,60000000,84154026,SGem,-17922987.0,2011,5,2011-05
325,Priest,2011-05-13,5.5,15.318,Fantasy,60000000,84154026,SGem,-17922987.0,2011,5,2011-05
326,Paul,2011-03-17,6.5,15.234,Adventure,40000000,101162106,Uni.,10581053.0,2011,3,2011-03
326,Paul,2011-03-17,6.5,15.234,Comedy,40000000,101162106,Uni.,10581053.0,2011,3,2011-03
326,Paul,2011-03-17,6.5,15.234,Sci-Fi,40000000,101162106,Uni.,10581053.0,2011,3,2011-03
327,Paul,2011-03-17,6.5,15.234,Drama,40000000,101162106,Uni.,10581053.0,2011,3,2011-03
328,Killer Elite,2011-09-23,6.2,15.135,Action,70000000,65409046,ORF,-37295477.0,2011,9,2011-09
328,Killer Elite,2011-09-23,6.2,15.135,Crime,70000000,65409046,ORF,-37295477.0,2011,9,2011-09
328,Killer Elite,2011-09-23,6.2,15.135,Thriller,70000000,65409046,ORF,-37295477.0,2011,9,2011-09
329,Real Steel,2011-10-06,6.8,14.811,Action,110000000,263880341,BV,21940170.5,2011,10,2011-10
329,Real Steel,2011-10-06,6.8,14.811,Drama,110000000,263880341,BV,21940170.5,2011,10,2011-10
329,Real Steel,2011-10-06,6.8,14.811,Family,110000000,263880341,BV,21940170.5,2011,10,2011-10
330,Immortals,2011-11-11,5.8,14.774,Action,75000000,211562435,Rela.,30781217.5,2011,11,2011-11
330,Immortals,2011-11-11,5.8,14.774,Drama,75000000,211562435,Rela.,30781217.5,2011,11,2011-11
330,Immortals,2011-11-11,5.8,14.774,Fantasy,75000000,211562435,Rela.,30781217.5,2011,11,2011-11
331,Hop,2011-04-01,5.6,14.738,Adventure,63000000,188657593,Uni.,31328796.5,2011,4,2011-04
331,Hop,2011-04-01,5.6,14.738,Animation,63000000,188657593,Uni.,31328796.5,2011,4,2011-04
331,Hop,2011-04-01,5.6,14.738,Comedy,63000000,188657593,Uni.,31328796.5,2011,4,2011-04
332,Rio,2011-04-15,6.6,14.695,Adventure,90000000,487519809,Fox,153759904.5,2011,4,2011-04
332,Rio,2011-04-15,6.6,14.695,Animation,90000000,487519809,Fox,153759904.5,2011,4,2011-04
332,Rio,2011-04-15,6.6,14.695,Comedy,90000000,487519809,Fox,153759904.5,2011,4,2011-04
333,Rio,2011-04-15,6.6,14.695,Documentary,90000000,487519809,Fox,153759904.5,2011,4,2011-04
334,Rio,2011-04-15,6.6,14.695,Drama,90000000,487519809,Fox,153759904.5,2011,4,2011-04
335,The Green Hornet,2011-01-13,5.5,14.501,Action,110000000,229155503,Sony,4577751.5,2011,1,2011-01
335,The Green Hornet,2011-01-13,5.5,14.501,Comedy,110000000,229155503,Sony,4577751.5,2011,1,2011-01
335,The Green Hornet,2011-01-13,5.5,14.501,Crime,110000000,229155503,Sony,4577751.5,2011,1,2011-01
336,Rango,2011-03-03,6.6,14.462,Adventure,135000000,245724600,Par.,-12137700.0,2011,3,2011-03
336,Rango,2011-03-03,6.6,14.462,Animation,135000000,245724600,Par.,-12137700.0,2011,3,2011-03
336,Rango,2011-03-03,6.6,14.462,Comedy,135000000,245724600,Par.,-12137700.0,2011,3,2011-03
337,Sucker Punch,2011-03-25,6.0,14.416,Action,75000000,89758389,WB,-30120805.5,2011,3,2011-03
337,Sucker Punch,2011-03-25,6.0,14.416,Adventure,75000000,89758389,WB,-30120805.5,2011,3,2011-03
337,Sucker Punch,2011-03-25,6.0,14.416,Fantasy,75000000,89758389,WB,-30120805.5,2011,3,2011-03
338,Super 8,2011-06-09,6.7,14.39,Mystery,50000000,257972745,Par.,78986372.5,2011,6,2011-06
338,Super 8,2011-06-09,6.7,14.39,Sci-Fi,50000000,257972745,Par.,78986372.5,2011,6,2011-06
338,Super 8,2011-06-09,6.7,14.39,Thriller,50000000,257972745,Par.,78986372.5,2011,6,2011-06
339,The Mechanic,2011-01-28,6.3,14.387,Action,42500000,76347393,CBS,-4326303.5,2011,1,2011-01
339,The Mechanic,2011-01-28,6.3,14.387,Crime,42500000,76347393,CBS,-4326303.5,2011,1,2011-01
339,The Mechanic,2011-01-28,6.3,14.387,Thriller,42500000,76347393,CBS,-4326303.5,2011,1,2011-01
340,No Strings Attached,2011-01-21,6.2,14.203,Comedy,25000000,149228078,Par.,49614039.0,2011,1,2011-01
340,No Strings Attached,2011-01-21,6.2,14.203,Romance,25000000,149228078,Par.,49614039.0,2011,1,2011-01
341,No Strings Attached,2011-01-21,6.2,14.203,Animation,25000000,149228078,Par.,49614039.0,2011,1,2011-01
342,No Strings Attached,2011-01-21,6.2,14.203,Comedy,25000000,149228078,Par.,49614039.0,2011,1,2011-01
342,No Strings Attached,2011-01-21,6.2,14.203,Drama,25000000,149228078,Par.,49614039.0,2011,1,2011-01
342,No Strings Attached,2011-01-21,6.2,14.203,Romance,25000000,149228078,Par.,49614039.0,2011,1,2011-01
343,Drive Angry,2011-02-24,5.3,14.096,Action,50000000,41042583,Sum.,-29478708.5,2011,2,2011-02
343,Drive Angry,2011-02-24,5.3,14.096,Fantasy,50000000,41042583,Sum.,-29478708.5,2011,2,2011-02
343,Drive Angry,2011-02-24,5.3,14.096,Thriller,50000000,41042583,Sum.,-29478708.5,2011,2,2011-02
344,Horrible Bosses,2011-07-08,6.5,14.058,Comedy,35000000,212417601,WB (NL),71208800.5,2011,7,2011-07
344,Horrible Bosses,2011-07-08,6.5,14.058,Crime,35000000,212417601,WB (NL),71208800.5,2011,7,2011-07
345,Friends with Benefits,2011-07-21,6.6,14.019,Comedy,35000000,146595891,SGem,38297945.5,2011,7,2011-07
345,Friends with Benefits,2011-07-21,6.6,14.019,Romance,35000000,146595891,SGem,38297945.5,2011,7,2011-07
346,The Adjustment Bureau,2011-03-04,6.6,13.717,Romance,50200000,126931325,Uni.,13265662.5,2011,3,2011-03
346,The Adjustment Bureau,2011-03-04,6.6,13.717,Sci-Fi,50200000,126931325,Uni.,13265662.5,2011,3,2011-03
346,The Adjustment Bureau,2011-03-04,6.6,13.717,Thriller,50200000,126931325,Uni.,13265662.5,2011,3,2011-03
347,Bad Teacher,2011-06-19,5.5,13.549,Comedy,19000000,215448997,Sony,88724498.5,2011,6,2011-06
347,Bad Teacher,2011-06-19,5.5,13.549,Romance,19000000,215448997,Sony,88724498.5,2011,6,2011-06
348,Source Code,2011-04-01,7.2,13.495,Action,32000000,140428499,Sum.,38214249.5,2011,4,2011-04
348,Source Code,2011-04-01,7.2,13.495,Drama,32000000,140428499,Sum.,38214249.5,2011,4,2011-04
348,Source Code,2011-04-01,7.2,13.495,Sci-Fi,32000000,140428499,Sum.,38214249.5,2011,4,2011-04
349,Final Destination 5,2011-08-12,6.0,13.392,Horror,40000000,155011165,WB (NL),37505582.5,2011,8,2011-08
350,Midnight in Paris,2011-05-20,7.5,13.171,Comedy,30000000,162502774,SPC,51251387.0,2011,5,2011-05
350,Midnight in Paris,2011-05-20,7.5,13.171,Documentary,30000000,162502774,SPC,51251387.0,2011,5,2011-05
350,Midnight in Paris,2011-05-20,7.5,13.171,Drama,30000000,162502774,SPC,51251387.0,2011,5,2011-05
351,Midnight in Paris,2011-05-20,7.5,13.171,Comedy,30000000,162502774,SPC,51251387.0,2011,5,2011-05
351,Midnight in Paris,2011-05-20,7.5,13.171,Fantasy,30000000,162502774,SPC,51251387.0,2011,5,2011-05
351,Midnight in Paris,2011-05-20,7.5,13.171,Romance,30000000,162502774,SPC,51251387.0,2011,5,2011-05
352,Shame,2011-12-02,7.0,13.152,Drama,6500000,20412841,FoxS,3706420.5,2011,12,2011-12
353,Shame,2011-12-02,7.0,13.152,Drama,6500000,20412841,FoxS,3706420.5,2011,12,2011-12
354,Shame,2014-06-01,6.5,1.4,Drama,6500000,20412841,FoxS,3706420.5,2014,6,2014-06
355,Shame,2014-06-01,6.5,1.4,Drama,6500000,20412841,FoxS,3706420.5,2014,6,2014-06
356,Shame,1968-12-23,7.8,7.642,Drama,6500000,20412841,FoxS,3706420.5,1968,12,1968-12
357,Shame,1968-12-23,7.8,7.642,Drama,6500000,20412841,FoxS,3706420.5,1968,12,1968-12
358,Arthur Christmas,2011-11-23,6.7,12.981,Adventure,85000000,149717124,Sony,-10141438.0,2011,11,2011-11
358,Arthur Christmas,2011-11-23,6.7,12.981,Animation,85000000,149717124,Sony,-10141438.0,2011,11,2011-11
358,Arthur Christmas,2011-11-23,6.7,12.981,Comedy,85000000,149717124,Sony,-10141438.0,2011,11,2011-11
359,The Grey,2012-01-27,6.5,12.942,Action,25000000,81249176,ORF,15624588.0,2012,1,2012-01
359,The Grey,2012-01-27,6.5,12.942,Adventure,25000000,81249176,ORF,15624588.0,2012,1,2012-01
359,The Grey,2012-01-27,6.5,12.942,Drama,25000000,81249176,ORF,15624588.0,2012,1,2012-01
360,The Grey,2012-01-27,6.5,12.942,Action,25000000,81249176,ORF,15624588.0,2012,1,2012-01
360,The Grey,2012-01-27,6.5,12.942,Adventure,25000000,81249176,ORF,15624588.0,2012,1,2012-01
360,The Grey,2012-01-27,6.5,12.942,Drama,25000000,81249176,ORF,15624588.0,2012,1,2012-01
361,Hugo,2011-11-23,7.1,12.936,Adventure,180000000,180047784,Par.,-89976108.0,2011,11,2011-11
361,Hugo,2011-11-23,7.1,12.936,Drama,180000000,180047784,Par.,-89976108.0,2011,11,2011-11
361,Hugo,2011-11-23,7.1,12.936,Family,180000000,180047784,Par.,-89976108.0,2011,11,2011-11
362,Hugo,2011-11-23,7.1,12.936,Documentary,180000000,180047784,Par.,-89976108.0,2011,11,2011-11
364,The Debt,2011-08-31,6.6,12.697,Drama,20000000,46604054,Focus,3302027.0,2011,8,2011-08
364,The Debt,2011-08-31,6.6,12.697,Thriller,20000000,46604054,Focus,3302027.0,2011,8,2011-08
365,The Debt,2011-08-31,6.6,12.697,Drama,20000000,46604054,Focus,3302027.0,2011,8,2011-08
365,The Debt,2011-08-31,6.6,12.697,Mystery,20000000,46604054,Focus,3302027.0,2011,8,2011-08
365,The Debt,2011-08-31,6.6,12.697,Thriller,20000000,46604054,Focus,3302027.0,2011,8,2011-08
366,Alvin and the Chipmunks: Chipwrecked,2011-12-16,5.5,12.672,Adventure,80000000,349088523,Fox,94544261.5,2011,12,2011-12
366,Alvin and the Chipmunks: Chipwrecked,2011-12-16,5.5,12.672,Animation,80000000,349088523,Fox,94544261.5,2011,12,2011-12
366,Alvin and the Chipmunks: Chipwrecked,2011-12-16,5.5,12.672,Comedy,80000000,349088523,Fox,94544261.5,2011,12,2011-12
367,The Help,2011-08-10,8.1,12.598,Drama,25000000,213120004,BV,81560002.0,2011,8,2011-08
368,Season of the Witch,2011-01-07,5.3,12.535,Action,40000000,91126600,Rela.,5563300.0,2011,1,2011-01
368,Season of the Witch,2011-01-07,5.3,12.535,Adventure,40000000,91126600,Rela.,5563300.0,2011,1,2011-01
368,Season of the Witch,2011-01-07,5.3,12.535,Fantasy,40000000,91126600,Rela.,5563300.0,2011,1,2011-01
369,50/50,2011-09-30,7.1,12.451,Comedy,8000000,41334735,Sum.,12667367.5,2011,9,2011-09
369,50/50,2011-09-30,7.1,12.451,Drama,8000000,41334735,Sum.,12667367.5,2011,9,2011-09
369,50/50,2011-09-30,7.1,12.451,Romance,8000000,41334735,Sum.,12667367.5,2011,9,2011-09
370,50/50,2011-09-30,7.1,12.451,Documentary,8000000,41334735,Sum.,12667367.5,2011,9,2011-09
371,Tower Heist,2011-11-04,6.0,12.213,Action,85000000,150422946,Uni.,-9788527.0,2011,11,2011-11
371,Tower Heist,2011-11-04,6.0,12.213,Comedy,85000000,150422946,Uni.,-9788527.0,2011,11,2011-11
371,Tower Heist,2011-11-04,6.0,12.213,Crime,85000000,150422946,Uni.,-9788527.0,2011,11,2011-11
372,The Change-Up,2011-08-05,6.0,12.122,Comedy,52000000,75997067,Uni.,-14001466.5,2011,8,2011-08
372,The Change-Up,2011-08-05,6.0,12.122,Fantasy,52000000,75997067,Uni.,-14001466.5,2011,8,2011-08
373,My Week with Marilyn,2011-11-23,6.7,12.081,Biography,10000000,34240572,Wein.,7120286.0,2011,11,2011-11
373,My Week with Marilyn,2011-11-23,6.7,12.081,Drama,10000000,34240572,Wein.,7120286.0,2011,11,2011-11
374,Unknown,2011-02-18,6.6,12.08,Action,40000000,136123083,WB,28061541.5,2011,2,2011-02
374,Unknown,2011-02-18,6.6,12.08,Mystery,40000000,136123083,WB,28061541.5,2011,2,2011-02
374,Unknown,2011-02-18,6.6,12.08,Thriller,40000000,136123083,WB,28061541.5,2011,2,2011-02
375,Unknown,2011-02-18,6.6,12.08,Action,3700000,3355048,WB,-2022476.0,2011,2,2011-02
375,Unknown,2011-02-18,6.6,12.08,Mystery,3700000,3355048,WB,-2022476.0,2011,2,2011-02
375,Unknown,2011-02-18,6.6,12.08,Thriller,3700000,3355048,WB,-2022476.0,2011,2,2011-02
376,Unknown,2011-02-18,6.6,12.08,Drama,40000000,136123083,WB,28061541.5,2011,2,2011-02
377,Unknown,2011-02-18,6.6,12.08,Drama,3700000,3355048,WB,-2022476.0,2011,2,2011-02
382,The Rum Diary,2011-10-27,5.7,12.011,Comedy,45000000,21544732,FD,-34227634.0,2011,10,2011-10
382,The Rum Diary,2011-10-27,5.7,12.011,Drama,45000000,21544732,FD,-34227634.0,2011,10,2011-10
383,The Adventures of Tintin,2011-12-20,6.8,11.981,Action,130000000,373993951,Par.,56996975.5,2011,12,2011-12
383,The Adventures of Tintin,2011-12-20,6.8,11.981,Adventure,130000000,373993951,Par.,56996975.5,2011,12,2011-12
383,The Adventures of Tintin,2011-12-20,6.8,11.981,Animation,130000000,373993951,Par.,56996975.5,2011,12,2011-12
384,We Need to Talk About Kevin,2011-12-09,7.6,11.964,Drama,7000000,10765283,Osci.,-1617358.5,2011,12,2011-12
384,We Need to Talk About Kevin,2011-12-09,7.6,11.964,Mystery,7000000,10765283,Osci.,-1617358.5,2011,12,2011-12
384,We Need to Talk About Kevin,2011-12-09,7.6,11.964,Thriller,7000000,10765283,Osci.,-1617358.5,2011,12,2011-12
385,We Need to Talk About Kevin,2011-12-09,7.6,11.964,Drama,7000000,10765283,Osci.,-1617358.5,2011,12,2011-12
385,We Need to Talk About Kevin,2011-12-09,7.6,11.964,Mystery,7000000,10765283,Osci.,-1617358.5,2011,12,2011-12
385,We Need to Talk About Kevin,2011-12-09,7.6,11.964,Thriller,7000000,10765283,Osci.,-1617358.5,2011,12,2011-12
386,Red Riding Hood,2011-03-11,5.9,11.856,Fantasy,42000000,91678442,WB,3839221.0,2011,3,2011-03
386,Red Riding Hood,2011-03-11,5.9,11.856,Horror,42000000,91678442,WB,3839221.0,2011,3,2011-03
386,Red Riding Hood,2011-03-11,5.9,11.856,Mystery,42000000,91678442,WB,3839221.0,2011,3,2011-03
387,The Lincoln Lawyer,2011-03-18,7.1,11.812,Crime,40000000,87145086,LGF,3572543.0,2011,3,2011-03
387,The Lincoln Lawyer,2011-03-18,7.1,11.812,Drama,40000000,87145086,LGF,3572543.0,2011,3,2011-03
387,The Lincoln Lawyer,2011-03-18,7.1,11.812,Thriller,40000000,87145086,LGF,3572543.0,2011,3,2011-03
388,The Sitter,2011-12-09,5.4,11.571,Comedy,25000000,38749404,Fox,-5625298.0,2011,12,2011-12
389,The Sitter,2011-12-09,5.4,11.571,Horror,25000000,38749404,Fox,-5625298.0,2011,12,2011-12
390,The Tree of Life,2011-05-27,6.6,11.569,Drama,35000000,61721826,FoxS,-4139087.0,2011,5,2011-05
390,The Tree of Life,2011-05-27,6.6,11.569,Fantasy,35000000,61721826,FoxS,-4139087.0,2011,5,2011-05
391,The Tree of Life,2011-05-27,6.6,11.569,Documentary,35000000,61721826,FoxS,-4139087.0,2011,5,2011-05
392,Super,2011-03-31,6.6,11.36,Action,2500000,593933,IFC,-2203033.5,2011,3,2011-03
392,Super,2011-03-31,6.6,11.36,Comedy,2500000,593933,IFC,-2203033.5,2011,3,2011-03
392,Super,2011-03-31,6.6,11.36,Drama,2500000,593933,IFC,-2203033.5,2011,3,2011-03
393,Super,2011-03-31,6.6,11.36,Drama,2500000,593933,IFC,-2203033.5,2011,3,2011-03
394,Super,2011-03-31,6.6,11.36,Adventure,2500000,593933,IFC,-2203033.5,2011,3,2011-03
395,The Muppets,2011-11-23,6.6,11.324,Adventure,45000000,160971922,BV,35485961.0,2011,11,2011-11
395,The Muppets,2011-11-23,6.6,11.324,Comedy,45000000,160971922,BV,35485961.0,2011,11,2011-11
395,The Muppets,2011-11-23,6.6,11.324,Family,45000000,160971922,BV,35485961.0,2011,11,2011-11
396,Take Me Home Tonight,2011-03-04,6.1,11.321,Comedy,19000000,7576604,Rela.,-15211698.0,2011,3,2011-03
396,Take Me Home Tonight,2011-03-04,6.1,11.321,Drama,19000000,7576604,Rela.,-15211698.0,2011,3,2011-03
396,Take Me Home Tonight,2011-03-04,6.1,11.321,Romance,19000000,7576604,Rela.,-15211698.0,2011,3,2011-03
397,30 Minutes or Less,2011-08-12,5.6,11.315,Action,28000000,40966716,Sony,-7516642.0,2011,8,2011-08
397,30 Minutes or Less,2011-08-12,5.6,11.315,Comedy,28000000,40966716,Sony,-7516642.0,2011,8,2011-08
397,30 Minutes or Less,2011-08-12,5.6,11.315,Crime,28000000,40966716,Sony,-7516642.0,2011,8,2011-08
398,Jack and Jill,2011-11-11,4.1,11.277,Comedy,79000000,150519217,Sony,-3740391.5,2011,11,2011-11
399,Take Shelter,2011-09-30,7.2,11.236,Drama,4750000,4972016,SPC,-2263992.0,2011,9,2011-09
399,Take Shelter,2011-09-30,7.2,11.236,Horror,4750000,4972016,SPC,-2263992.0,2011,9,2011-09
399,Take Shelter,2011-09-30,7.2,11.236,Thriller,4750000,4972016,SPC,-2263992.0,2011,9,2011-09
400,Winnie the Pooh,2011-07-14,6.9,11.147,Adventure,30000000,50145607,BV,-4927196.5,2011,7,2011-07
400,Winnie the Pooh,2011-07-14,6.9,11.147,Animation,30000000,50145607,BV,-4927196.5,2011,7,2011-07
400,Winnie the Pooh,2011-07-14,6.9,11.147,Comedy,30000000,50145607,BV,-4927196.5,2011,7,2011-07
401,Melancholia,2011-11-11,7.1,11.123,Drama,9400000,21817298,Magn.,1508649.0,2011,11,2011-11
401,Melancholia,2011-11-11,7.1,11.123,Sci-Fi,9400000,21817298,Magn.,1508649.0,2011,11,2011-11
402,Melancholia,2011-11-11,7.1,11.123,Drama,9400000,21817298,Magn.,1508649.0,2011,11,2011-11
402,Melancholia,2011-11-11,7.1,11.123,Mystery,9400000,21817298,Magn.,1508649.0,2011,11,2011-11
402,Melancholia,2011-11-11,7.1,11.123,Romance,9400000,21817298,Magn.,1508649.0,2011,11,2011-11
403,Melancholia,2011-11-11,7.1,11.123,Documentary,9400000,21817298,Magn.,1508649.0,2011,11,2011-11
404,Monte Carlo,2011-07-01,6.2,11.017,Adventure,20000000,39686769,Fox,-156615.5,2011,7,2011-07
404,Monte Carlo,2011-07-01,6.2,11.017,Comedy,20000000,39686769,Fox,-156615.5,2011,7,2011-07
404,Monte Carlo,2011-07-01,6.2,11.017,Family,20000000,39686769,Fox,-156615.5,2011,7,2011-07
405,Zookeeper,2011-07-08,5.3,10.764,Comedy,80000000,170805525,Sony,5402762.5,2011,7,2011-07
405,Zookeeper,2011-07-08,5.3,10.764,Family,80000000,170805525,Sony,5402762.5,2011,7,2011-07
405,Zookeeper,2011-07-08,5.3,10.764,Romance,80000000,170805525,Sony,5402762.5,2011,7,2011-07
406,The Darkest Hour,2011-12-25,4.9,10.73,Action,34800000,62831715,Sum.,-3384142.5,2011,12,2011-12
406,The Darkest Hour,2011-12-25,4.9,10.73,Adventure,34800000,62831715,Sum.,-3384142.5,2011,12,2011-12
406,The Darkest Hour,2011-12-25,4.9,10.73,Horror,34800000,62831715,Sum.,-3384142.5,2011,12,2011-12
407,The Darkest Hour,2011-12-25,4.9,10.73,Documentary,34800000,62831715,Sum.,-3384142.5,2011,12,2011-12
407,The Darkest Hour,2011-12-25,4.9,10.73,News,34800000,62831715,Sum.,-3384142.5,2011,12,2011-12
408,Dolphin Tale,2011-09-23,6.8,10.679,Drama,37000000,96068724,WB,11034362.0,2011,9,2011-09
408,Dolphin Tale,2011-09-23,6.8,10.679,Family,37000000,96068724,WB,11034362.0,2011,9,2011-09
409,Colombiana,2011-08-26,6.5,10.584,Action,40000000,72295262,TriS,-3852369.0,2011,8,2011-08
409,Colombiana,2011-08-26,6.5,10.584,Drama,40000000,72295262,TriS,-3852369.0,2011,8,2011-08
409,Colombiana,2011-08-26,6.5,10.584,Thriller,40000000,72295262,TriS,-3852369.0,2011,8,2011-08
410,Legend,1986-04-18,6.2,10.542,Horror,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
411,Legend,1986-04-18,6.2,10.542,Horror,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
412,Legend,1986-04-18,6.2,10.542,Biography,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
412,Legend,1986-04-18,6.2,10.542,Documentary,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
413,Legend,1986-04-18,6.2,10.542,Biography,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
413,Legend,1986-04-18,6.2,10.542,Documentary,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
414,Legend,1986-04-18,6.2,10.542,Action,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
414,Legend,1986-04-18,6.2,10.542,Drama,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
415,Legend,1986-04-18,6.2,10.542,Action,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
415,Legend,1986-04-18,6.2,10.542,Drama,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
416,Legend,1986-04-18,6.2,10.542,Biography,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
416,Legend,1986-04-18,6.2,10.542,Crime,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
416,Legend,1986-04-18,6.2,10.542,Drama,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
417,Legend,1986-04-18,6.2,10.542,Biography,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
417,Legend,1986-04-18,6.2,10.542,Crime,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
417,Legend,1986-04-18,6.2,10.542,Drama,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
418,Legend,1986-04-18,6.2,10.542,Horror,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
419,Legend,1986-04-18,6.2,10.542,Horror,25000000,42425450,Uni.,-3787275.0,1986,4,1986-04
420,Legend,1986-04-18,6.2,10.542,Biography,25000000,23506237,Uni.,-13246881.5,1986,4,1986-04
